transaction_id,user_id,amount,currency,country,merchant_type,device_risk_score,timestamp,transaction_type,description,recipient_account,sender_account
TXN-1791,user_083,4016.43,SGD,India,grocery,0.2,2024-01-20 15:32:59,transfer,Transaction 791,ACC1811385363,ACC7816483423
TXN-1792,user_005,187.17,EUR,India,entertainment,0.37,2024-01-20 12:08:31,transfer,Transaction 792,ACC8395947990,ACC4828459109
TXN-1793,user_098,8448.95,GBP,India,investment,0.3,2024-01-20 11:47:58,transfer,Transaction 793,ACC1688524412,ACC1447829896
TXN-1794,user_040,842.63,USD,UK,online,0.23,2024-01-20 09:18:39,transfer,Transaction 794,ACC5793010844,ACC4327655436
TXN-1795,user_028,1391.54,INR,India,education,0.59,2024-01-20 13:46:53,withdrawal,Transaction 795,ACC9971842937,ACC2082028436
TXN-1796,user_020,240.76,GBP,UK,crypto_exchange,0.99,2024-01-20 12:24:18,payment,Transaction 796,ACC1947627869,ACC6867144109
TXN-1797,user_143,6334.56,SGD,India,crypto_exchange,0.2,2024-01-20 09:11:40,payment,Transaction 797,ACC6950091063,ACC2824058498
TXN-1798,user_002,312.0,SGD,UK,online,0.67,2024-01-20 12:22:42,transfer,Transaction 798,ACC6393856665,ACC2533246851
TXN-1799,user_151,533.7,USD,Singapore,utilities,0.87,2024-01-20 14:15:12,deposit,Transaction 799,ACC7219933426,ACC7141870818
TXN-1800,user_200,6366.87,AED,India,healthcare,0.39,2024-01-21 12:36:46,deposit,Transaction 800,ACC2984040976,ACC7316880886
TXN-1801,user_101,11472.61,EUR,India,real_estate,0.58,2024-01-21 10:06:29,payment,Transaction 801,ACC9001357057,ACC5726442450
TXN-1802,user_173,155.94,AED,USA,healthcare,0.17,2024-01-21 10:49:51,deposit,Transaction 802,ACC9323722195,ACC2426984223
TXN-1803,user_042,6185.61,EUR,Australia,real_estate,0.28,2024-01-21 18:18:44,withdrawal,Transaction 803,ACC7161690548,ACC3723309005
TXN-1804,user_131,35091.36,GBP,India,jewelry,0.39,2024-01-21 17:30:38,withdrawal,Transaction 804,ACC5833686365,ACC4072559424
TXN-1805,user_031,46157.11,AED,India,real_estate,0.35,2024-01-21 17:29:16,payment,Transaction 805,ACC9333429922,ACC9974996012
TXN-1806,user_104,8628.2,EUR,USA,entertainment,0.77,2024-01-21 16:26:02,deposit,Transaction 806,ACC5713970986,ACC6387526956
TXN-1807,user_032,1835.64,USD,India,online,0.57,2024-01-21 14:25:23,payment,Transaction 807,ACC8038506446,ACC3486581070
TXN-1808,user_115,780.75,USD,Singapore,utilities,0.38,2024-01-21 11:53:50,transfer,Transaction 808,ACC8980726549,ACC5190092322
TXN-1809,user_088,467457.18,EUR,India,investment,0.29,2024-01-21 12:14:36,withdrawal,Transaction 809,ACC1661118096,ACC4447461612
TXN-1810,user_071,80703.84,INR,Singapore,automobile,0.49,2024-01-21 12:41:26,payment,Transaction 810,ACC8790751755,ACC2597407396
TXN-1811,user_077,33361.94,SGD,UK,online,0.46,2024-01-21 14:54:58,withdrawal,Transaction 811,ACC3370099569,ACC8243094703
TXN-1812,user_193,53281.22,SGD,UAE,utilities,0.13,2024-01-21 11:50:39,deposit,Transaction 812,ACC3926614276,ACC3161456271
TXN-1813,user_030,687.93,AED,USA,business,0.16,2024-01-21 12:48:07,deposit,Transaction 813,ACC9587193860,ACC8805913964
TXN-1814,user_058,3412.27,GBP,Canada,travel,0.51,2024-01-21 18:05:52,deposit,Transaction 814,ACC2101586244,ACC6346565108
TXN-1815,user_073,8387.26,INR,USA,entertainment,0.24,2024-01-21 11:09:50,payment,Transaction 815,ACC5088476787,ACC2341622420
TXN-1816,user_056,697.98,EUR,UAE,investment,0.2,2024-01-21 18:09:58,deposit,Transaction 816,ACC6830417639,ACC2947276487
TXN-1817,user_173,725.15,USD,India,restaurant,0.36,2024-01-21 09:25:11,transfer,Transaction 817,ACC1129356425,ACC5688381895
TXN-1818,user_004,9197.55,AED,India,online,0.33,2024-01-21 09:17:21,transfer,Transaction 818,ACC5167697297,ACC2825672521
TXN-1819,user_136,9114.4,INR,India,business,0.83,2024-01-21 13:20:27,withdrawal,Transaction 819,ACC7338108410,ACC1502667917
TXN-1820,user_054,823.73,INR,Germany,travel,0.13,2024-01-21 15:41:30,transfer,Transaction 820,ACC7743840246,ACC4588459442
TXN-1821,user_147,271.55,INR,India,jewelry,0.18,2024-01-21 15:28:38,withdrawal,Transaction 821,ACC6024779254,ACC4719593834
TXN-1822,user_029,1667.16,SGD,India,real_estate,0.36,2024-01-21 17:23:25,withdrawal,Transaction 822,ACC9481797699,ACC4562148978
TXN-1823,user_163,21787.75,AED,USA,crypto_exchange,0.15,2024-01-21 09:38:18,deposit,Transaction 823,ACC3075497717,ACC3185432187
TXN-1824,user_178,20470.81,INR,India,healthcare,0.59,2024-01-21 09:55:52,deposit,Transaction 824,ACC3433784118,ACC4894869165
TXN-1825,user_178,228.15,AED,UAE,grocery,0.41,2024-01-21 16:40:57,withdrawal,Transaction 825,ACC6010089380,ACC8224470221
TXN-1826,user_039,162598.65,SGD,India,grocery,0.32,2024-01-21 13:50:05,payment,Transaction 826,ACC3164013753,ACC3554980356
TXN-1827,user_154,496.06,EUR,India,crypto_exchange,0.32,2024-01-21 09:37:04,withdrawal,Transaction 827,ACC2274258973,ACC3707786774
TXN-1828,user_170,61761.5,USD,India,healthcare,0.36,2024-01-21 09:38:00,withdrawal,Transaction 828,ACC2598140860,ACC8334602150
TXN-1829,user_078,2483.7,GBP,UAE,real_estate,0.49,2024-01-21 11:13:27,withdrawal,Transaction 829,ACC8089933743,ACC4347912376
TXN-1830,user_160,87461.59,SGD,India,utilities,0.28,2024-01-21 12:33:50,withdrawal,Transaction 830,ACC5541057794,ACC6359837956
TXN-1831,user_030,12050.48,SGD,India,education,0.3,2024-01-21 18:12:31,withdrawal,Transaction 831,ACC1628753474,ACC8730826124
TXN-1832,user_088,187.73,GBP,UK,automobile,0.21,2024-01-21 17:05:40,deposit,Transaction 832,ACC7667348863,ACC6554701688
TXN-1833,user_059,80600.83,GBP,India,healthcare,0.36,2024-01-21 11:09:36,payment,Transaction 833,ACC1390881991,ACC9952544696
TXN-1834,user_023,30306.86,USD,India,real_estate,0.35,2024-01-21 09:38:07,payment,Transaction 834,ACC5675762323,ACC6308426850
TXN-1835,user_180,308405.24,SGD,India,investment,0.21,2024-01-21 10:51:41,payment,Transaction 835,ACC6934910959,ACC4626528630
TXN-1836,user_175,153793.6,SGD,USA,real_estate,0.56,2024-01-21 11:31:21,withdrawal,Transaction 836,ACC4644135284,ACC5101652185
TXN-1837,user_075,984.29,SGD,USA,crypto_exchange,0.23,2024-01-21 15:10:25,transfer,Transaction 837,ACC2503989230,ACC7518260686
TXN-1838,user_127,28752.62,GBP,India,jewelry,0.21,2024-01-21 13:06:39,withdrawal,Transaction 838,ACC1759381649,ACC5946158321
TXN-1839,user_055,5167.16,EUR,USA,investment,0.18,2024-01-21 12:26:49,transfer,Transaction 839,ACC7846003421,ACC2246549691
TXN-1840,user_094,1047.06,USD,India,crypto_exchange,0.31,2024-01-22 11:44:27,deposit,Transaction 840,ACC3333526136,ACC9609078010
TXN-1841,user_013,14849.35,USD,India,investment,0.21,2024-01-22 12:17:09,payment,Transaction 841,ACC1583824875,ACC9536920140
TXN-1842,user_012,1261.57,SGD,USA,crypto_exchange,0.28,2024-01-22 17:07:08,withdrawal,Transaction 842,ACC4755916566,ACC6404689814
TXN-1843,user_195,9044.87,GBP,India,healthcare,0.52,2024-01-22 17:22:07,deposit,Transaction 843,ACC7679968781,ACC4056935840
TXN-1844,user_173,62256.94,SGD,India,entertainment,0.15,2024-01-22 14:01:32,transfer,Transaction 844,ACC9844509309,ACC1503512404
TXN-1845,user_093,219.88,SGD,USA,investment,0.86,2024-01-22 17:30:51,transfer,Transaction 845,ACC7797173180,ACC5539883526
TXN-1846,user_172,8406.76,INR,India,restaurant,0.19,2024-01-22 12:30:55,payment,Transaction 846,ACC1549814223,ACC8591376594
TXN-1847,user_053,105.22,EUR,India,grocery,0.24,2024-01-22 13:00:33,deposit,Transaction 847,ACC9590829816,ACC3843808302
TXN-1848,user_141,65163.49,EUR,USA,crypto_exchange,0.28,2024-01-22 09:29:10,deposit,Transaction 848,ACC3111999497,ACC1755932320
TXN-1849,user_177,5348.83,GBP,India,restaurant,0.36,2024-01-22 17:35:07,withdrawal,Transaction 849,ACC8546432253,ACC3074350923
TXN-1850,user_084,1639.4,INR,India,healthcare,0.35,2024-01-22 13:28:26,transfer,Transaction 850,ACC9424247574,ACC3785886736
TXN-1851,user_156,5499.76,USD,India,jewelry,0.13,2024-01-22 18:58:37,withdrawal,Transaction 851,ACC4207367904,ACC1669460205
TXN-1852,user_171,1631.63,EUR,UK,healthcare,0.19,2024-01-22 15:40:03,withdrawal,Transaction 852,ACC5926536010,ACC6352818006
TXN-1853,user_052,14645.42,EUR,India,healthcare,0.28,2024-01-22 14:01:16,deposit,Transaction 853,ACC7931931706,ACC7539965928
TXN-1854,user_096,4303.27,INR,UK,investment,0.27,2024-01-22 09:54:20,deposit,Transaction 854,ACC4612688199,ACC1414059158
TXN-1855,user_183,4136.35,INR,India,travel,0.41,2024-01-22 09:04:52,withdrawal,Transaction 855,ACC7064012174,ACC1430316499
TXN-1856,user_119,405.55,INR,India,automobile,0.18,2024-01-22 13:13:26,payment,Transaction 856,ACC9256156269,ACC7796185717
TXN-1857,user_018,494.73,INR,India,automobile,0.34,2024-01-22 10:32:57,deposit,Transaction 857,ACC6930190027,ACC3079517719
TXN-1858,user_006,32554.32,USD,USA,automobile,0.37,2024-01-22 18:07:45,withdrawal,Transaction 858,ACC8579120842,ACC3307314451
TXN-1859,user_129,70235.67,EUR,India,healthcare,0.31,2024-01-22 14:54:35,payment,Transaction 859,ACC8680796663,ACC6555237253
TXN-1860,user_072,1817.6,USD,India,investment,0.4,2024-01-22 11:52:24,deposit,Transaction 860,ACC5521993480,ACC2875724416
TXN-1861,user_154,5080.63,USD,India,real_estate,0.71,2024-01-22 13:53:13,deposit,Transaction 861,ACC6161436293,ACC4575737555
TXN-1862,user_055,152.63,SGD,India,education,0.6,2024-01-22 14:36:23,payment,Transaction 862,ACC4360097863,ACC4707626755
TXN-1863,user_141,548.99,GBP,UK,education,0.24,2024-01-22 18:35:21,deposit,Transaction 863,ACC3114145406,ACC5655063449
TXN-1864,user_174,800.63,EUR,UK,retail,0.4,2024-01-22 16:56:30,deposit,Transaction 864,ACC5382625031,ACC6513615782
TXN-1865,user_050,62017.67,SGD,India,travel,0.3,2024-01-22 15:00:21,withdrawal,Transaction 865,ACC6418390438,ACC1919009990
TXN-1866,user_132,81591.49,SGD,India,grocery,0.22,2024-01-22 16:47:06,payment,Transaction 866,ACC2661324755,ACC8916721491
TXN-1867,user_022,5374.82,AED,India,healthcare,0.34,2024-01-22 10:53:07,transfer,Transaction 867,ACC1166335638,ACC7323641783
TXN-1868,user_045,918.62,GBP,India,jewelry,0.43,2024-01-22 14:49:39,transfer,Transaction 868,ACC7929072125,ACC8617123058
TXN-1869,user_012,6719.63,EUR,India,automobile,0.42,2024-01-22 15:39:40,withdrawal,Transaction 869,ACC7736135392,ACC5558933313
TXN-1870,user_027,657.61,EUR,India,investment,0.37,2024-01-22 17:57:51,withdrawal,Transaction 870,ACC1806890565,ACC9699409297
TXN-1871,user_033,600.58,EUR,India,crypto_exchange,0.27,2024-01-22 13:07:54,withdrawal,Transaction 871,ACC9932981284,ACC7392280713
TXN-1872,user_063,149567.94,USD,India,jewelry,0.21,2024-01-22 17:56:42,payment,Transaction 872,ACC5761525023,ACC5475722133
TXN-1873,user_092,824.41,EUR,Germany,crypto_exchange,0.23,2024-01-22 10:42:33,withdrawal,Transaction 873,ACC4490807844,ACC7487251715
TXN-1874,user_061,5489.98,SGD,USA,crypto_exchange,0.39,2024-01-22 16:28:06,transfer,Transaction 874,ACC9509009464,ACC8451548698
TXN-1875,user_051,274.27,EUR,India,business,0.36,2024-01-22 15:33:44,withdrawal,Transaction 875,ACC8988337934,ACC7294934524
TXN-1876,user_060,21319.68,AED,India,grocery,0.88,2024-01-22 12:54:16,withdrawal,Transaction 876,ACC7822136235,ACC4171530681
TXN-1877,user_102,581.25,INR,India,crypto_exchange,0.35,2024-01-22 18:19:40,payment,Transaction 877,ACC8433721355,ACC9461112297
TXN-1878,user_164,786.03,USD,India,healthcare,0.77,2024-01-22 14:19:39,transfer,Transaction 878,ACC6718441415,ACC1483874707
TXN-1879,user_102,9926.35,EUR,India,healthcare,0.87,2024-01-22 18:42:46,payment,Transaction 879,ACC4969892361,ACC9323189585
TXN-1880,user_030,7712.66,INR,India,online,0.4,2024-01-23 16:38:48,deposit,Transaction 880,ACC5501639984,ACC7979618119
TXN-1881,user_056,92083.54,INR,India,real_estate,0.24,2024-01-23 17:15:43,payment,Transaction 881,ACC2249158035,ACC9118295415
TXN-1882,user_157,43345.38,EUR,USA,healthcare,0.26,2024-01-23 16:24:50,transfer,Transaction 882,ACC3065392760,ACC7876215613
TXN-1883,user_085,18487.32,INR,USA,automobile,0.52,2024-01-23 11:18:46,deposit,Transaction 883,ACC2336405289,ACC8286683748
TXN-1884,user_033,157.96,AED,India,education,0.92,2024-01-23 09:34:34,payment,Transaction 884,ACC6910209270,ACC2763342472
TXN-1885,user_004,4550.59,GBP,India,crypto_exchange,0.4,2024-01-23 16:44:32,deposit,Transaction 885,ACC1445205090,ACC9426054386
TXN-1886,user_104,78938.72,GBP,India,entertainment,0.33,2024-01-23 15:07:00,transfer,Transaction 886,ACC1792459785,ACC6377158636
TXN-1887,user_127,922.97,USD,UAE,grocery,0.72,2024-01-23 15:47:42,deposit,Transaction 887,ACC5444023587,ACC2414232335
TXN-1888,user_100,3380.98,AED,Canada,entertainment,0.21,2024-01-23 12:00:11,transfer,Transaction 888,ACC9059987160,ACC1692360383
TXN-1889,user_015,290.86,USD,India,travel,0.38,2024-01-23 11:44:20,payment,Transaction 889,ACC9606392379,ACC5251068485
TXN-1890,user_159,55504.28,SGD,India,education,0.37,2024-01-23 16:14:13,deposit,Transaction 890,ACC5712636735,ACC8495522368
TXN-1891,user_176,5232.21,INR,UK,grocery,0.56,2024-01-23 13:32:20,withdrawal,Transaction 891,ACC9240272013,ACC6599839309
TXN-1892,user_036,8048.52,USD,India,retail,0.21,2024-01-23 14:15:31,payment,Transaction 892,ACC8618287745,ACC3459616526
TXN-1893,user_186,7626.52,SGD,India,entertainment,0.23,2024-01-23 18:00:55,deposit,Transaction 893,ACC3167072704,ACC4556610880
TXN-1894,user_001,2599.45,INR,USA,automobile,0.45,2024-01-23 16:02:13,withdrawal,Transaction 894,ACC8812646494,ACC3615375470
TXN-1895,user_172,130.49,EUR,India,business,1.05,2024-01-23 09:14:52,transfer,Transaction 895,ACC5224607655,ACC8323118749
TXN-1896,user_067,4956.73,INR,Singapore,utilities,0.25,2024-01-23 17:25:48,payment,Transaction 896,ACC7192323130,ACC3509742564
TXN-1897,user_167,2256.71,GBP,USA,online,0.37,2024-01-23 16:09:41,withdrawal,Transaction 897,ACC8529736186,ACC8315413703
TXN-1898,user_014,6328.63,USD,India,education,0.4,2024-01-23 18:00:01,withdrawal,Transaction 898,ACC1916810243,ACC9275636713
TXN-1899,user_168,9611.97,INR,Singapore,crypto_exchange,0.25,2024-01-23 12:56:27,transfer,Transaction 899,ACC2193574236,ACC3072590350
TXN-1900,user_193,15729.35,SGD,India,healthcare,0.32,2024-01-23 11:11:50,withdrawal,Transaction 900,ACC5784809159,ACC7063691280
TXN-1901,user_100,130.97,AED,India,investment,0.17,2024-01-23 14:39:48,withdrawal,Transaction 901,ACC3289022173,ACC5901493553
TXN-1902,user_038,221.15,SGD,India,healthcare,0.17,2024-01-23 09:33:42,transfer,Transaction 902,ACC3914202385,ACC4613398494
TXN-1903,user_199,8382.3,SGD,India,automobile,0.57,2024-01-23 13:21:57,deposit,Transaction 903,ACC2002133356,ACC7593575441
TXN-1904,user_175,447.15,GBP,USA,crypto_exchange,0.4,2024-01-23 17:56:46,withdrawal,Transaction 904,ACC7378926258,ACC7167191317
TXN-1905,user_009,2100.71,AED,Singapore,business,0.42,2024-01-23 18:49:39,withdrawal,Transaction 905,ACC7501769332,ACC5869732247
TXN-1906,user_132,6899.57,USD,USA,retail,0.18,2024-01-23 09:37:04,deposit,Transaction 906,ACC9926540273,ACC1686701505
TXN-1907,user_123,1241.14,SGD,India,restaurant,0.37,2024-01-23 14:16:20,payment,Transaction 907,ACC2055260806,ACC3376287920
TXN-1908,user_148,3545.38,SGD,UAE,automobile,0.25,2024-01-23 09:21:11,payment,Transaction 908,ACC5423680097,ACC2635037574
TXN-1909,user_133,574.27,USD,USA,healthcare,0.15,2024-01-23 15:28:46,payment,Transaction 909,ACC6901551597,ACC5855685655
TXN-1910,user_152,4418.64,EUR,India,entertainment,0.7,2024-01-23 11:28:25,payment,Transaction 910,ACC4491043357,ACC7385992170
TXN-1911,user_029,7332.77,GBP,India,education,0.24,2024-01-23 16:17:21,withdrawal,Transaction 911,ACC3879834006,ACC8687142160
TXN-1912,user_131,57009.78,USD,UAE,crypto_exchange,1.05,2024-01-23 16:22:09,payment,Transaction 912,ACC5304300102,ACC4491290970
TXN-1913,user_005,253021.82,GBP,UK,entertainment,0.85,2024-01-23 11:16:17,withdrawal,Transaction 913,ACC4938018038,ACC3689394058
TXN-1914,user_026,849.75,INR,UK,grocery,0.18,2024-01-23 15:44:19,withdrawal,Transaction 914,ACC4460586253,ACC9563605514
TXN-1915,user_022,10206.55,GBP,UAE,entertainment,0.56,2024-01-23 11:48:12,transfer,Transaction 915,ACC7354188163,ACC1287514898
TXN-1916,user_183,134.05,INR,India,investment,0.34,2024-01-23 10:31:45,payment,Transaction 916,ACC8991716582,ACC5984063525
TXN-1917,user_174,307.26,USD,Singapore,real_estate,0.54,2024-01-23 18:35:33,transfer,Transaction 917,ACC8017980305,ACC2573733092
TXN-1918,user_018,7066.1,GBP,India,automobile,0.25,2024-01-23 12:19:12,payment,Transaction 918,ACC6276270865,ACC6724143135
TXN-1919,user_153,7959.12,EUR,UK,real_estate,0.21,2024-01-23 10:23:50,transfer,Transaction 919,ACC7224962979,ACC1056023693
TXN-1920,user_151,990.25,INR,USA,online,0.22,2024-01-24 15:57:51,transfer,Transaction 920,ACC1993546755,ACC6504348059
TXN-1921,user_174,14540.3,USD,USA,education,0.28,2024-01-24 18:36:55,deposit,Transaction 921,ACC8540734624,ACC4913355815
TXN-1922,user_053,23455.63,SGD,India,jewelry,0.3,2024-01-24 13:09:34,withdrawal,Transaction 922,ACC4089436506,ACC6291161189
TXN-1923,user_102,47365.98,AED,USA,investment,0.37,2024-01-24 12:15:42,transfer,Transaction 923,ACC2824891857,ACC2201997698
TXN-1924,user_072,91123.89,EUR,India,online,0.63,2024-01-24 13:00:51,payment,Transaction 924,ACC7487257963,ACC6967625250
TXN-1925,user_049,8704.46,INR,UK,healthcare,0.25,2024-01-24 18:17:05,transfer,Transaction 925,ACC2665504438,ACC7653633745
TXN-1926,user_079,5286.56,SGD,UK,healthcare,0.65,2024-01-24 15:13:59,deposit,Transaction 926,ACC5082183205,ACC9408749206
TXN-1927,user_020,6847.43,INR,UK,education,0.96,2024-01-24 15:06:27,deposit,Transaction 927,ACC8195783694,ACC7081654557
TXN-1928,user_054,6478.96,USD,India,jewelry,0.15,2024-01-24 11:16:39,withdrawal,Transaction 928,ACC6111346351,ACC6971440863
TXN-1929,user_040,9375.63,INR,Singapore,grocery,0.23,2024-01-24 18:51:34,deposit,Transaction 929,ACC2934236187,ACC8209743459
TXN-1930,user_179,775.89,GBP,Singapore,travel,0.67,2024-01-24 12:34:23,payment,Transaction 930,ACC6600105776,ACC8973231245
TXN-1931,user_111,5042.96,GBP,India,jewelry,0.3,2024-01-24 12:39:43,withdrawal,Transaction 931,ACC4255759438,ACC6317820930
TXN-1932,user_094,5340.21,AED,India,retail,0.77,2024-01-24 11:42:01,deposit,Transaction 932,ACC2748859675,ACC1352345448
TXN-1933,user_152,8188.8,USD,UK,online,0.31,2024-01-24 10:48:23,deposit,Transaction 933,ACC1782088747,ACC2983434349
TXN-1934,user_158,1192.2,USD,India,grocery,0.62,2024-01-24 13:08:01,deposit,Transaction 934,ACC4197478732,ACC7744293737
TXN-1935,user_014,5870.46,AED,India,education,0.38,2024-01-24 14:04:23,deposit,Transaction 935,ACC9774783526,ACC3234694118
TXN-1936,user_006,5897.53,INR,India,investment,0.41,2024-01-24 18:19:38,transfer,Transaction 936,ACC5779734544,ACC3497293452
TXN-1937,user_163,348.64,INR,USA,automobile,0.29,2024-01-24 18:54:04,transfer,Transaction 937,ACC8598907132,ACC7697317462
TXN-1938,user_132,936.72,EUR,India,automobile,0.75,2024-01-24 11:24:38,deposit,Transaction 938,ACC8851401515,ACC1919742161
TXN-1939,user_131,44715.97,GBP,India,online,0.5,2024-01-24 12:15:41,withdrawal,Transaction 939,ACC6904389327,ACC5938006617
TXN-1940,user_163,216.84,SGD,India,online,0.36,2024-01-24 16:11:21,payment,Transaction 940,ACC2214236682,ACC5641689529
TXN-1941,user_084,44858.77,SGD,India,investment,0.16,2024-01-24 17:42:57,payment,Transaction 941,ACC2955500704,ACC4920336709
TXN-1942,user_161,2795.96,AED,India,entertainment,0.37,2024-01-24 10:33:05,payment,Transaction 942,ACC5250211874,ACC1846754487
TXN-1943,user_115,595.44,SGD,UAE,utilities,0.11,2024-01-24 18:28:24,transfer,Transaction 943,ACC6562887692,ACC8333873852
TXN-1944,user_112,3186.31,EUR,UK,restaurant,0.67,2024-01-24 09:10:29,withdrawal,Transaction 944,ACC1629715006,ACC9861151609
TXN-1945,user_120,6585.26,SGD,USA,education,0.76,2024-01-24 16:56:12,deposit,Transaction 945,ACC5136643787,ACC1602345314
TXN-1946,user_056,7379.14,INR,India,jewelry,0.32,2024-01-24 12:07:09,deposit,Transaction 946,ACC1172906438,ACC5870571553
TXN-1947,user_049,7977.5,SGD,USA,investment,0.14,2024-01-24 14:17:50,withdrawal,Transaction 947,ACC4355341446,ACC7055314167
TXN-1948,user_113,437.99,SGD,UK,healthcare,0.34,2024-01-24 12:45:33,withdrawal,Transaction 948,ACC3219282723,ACC7929914789
TXN-1949,user_165,4463.82,AED,India,grocery,0.32,2024-01-24 10:01:35,deposit,Transaction 949,ACC7487233920,ACC3592436291
TXN-1950,user_143,463.79,GBP,UK,travel,0.32,2024-01-24 17:31:07,withdrawal,Transaction 950,ACC1717245169,ACC4848457022
TXN-1951,user_031,9376.93,SGD,India,jewelry,0.52,2024-01-24 14:55:57,withdrawal,Transaction 951,ACC4860464922,ACC2776193217
TXN-1952,user_007,170262.67,SGD,India,entertainment,0.21,2024-01-24 12:21:22,withdrawal,Transaction 952,ACC4384744519,ACC7803771984
TXN-1953,user_160,489.77,USD,India,business,0.61,2024-01-24 17:12:05,withdrawal,Transaction 953,ACC1265725927,ACC7931182762
TXN-1954,user_104,901.53,EUR,USA,crypto_exchange,0.43,2024-01-24 14:44:20,payment,Transaction 954,ACC2285350470,ACC6337776498
TXN-1955,user_058,914.39,EUR,India,utilities,0.36,2024-01-24 14:38:37,deposit,Transaction 955,ACC3991660041,ACC2249579937
TXN-1956,user_166,72157.64,INR,Germany,real_estate,0.24,2024-01-24 17:46:44,deposit,Transaction 956,ACC2570305328,ACC9916865390
TXN-1957,user_027,1395.81,GBP,India,travel,0.35,2024-01-24 10:19:16,deposit,Transaction 957,ACC3311395070,ACC8516964645
TXN-1958,user_060,12164.4,INR,UAE,utilities,0.5,2024-01-24 09:13:08,transfer,Transaction 958,ACC4986640368,ACC3158756630
TXN-1959,user_200,1414778.76,GBP,UAE,education,0.51,2024-01-24 17:32:54,payment,Transaction 959,ACC3178194136,ACC5717363923
TXN-1960,user_168,39728.8,EUR,USA,education,0.27,2024-01-25 17:46:54,withdrawal,Transaction 960,ACC7669182792,ACC3768420283
TXN-1961,user_045,624.92,INR,India,automobile,0.55,2024-01-25 17:09:18,withdrawal,Transaction 961,ACC9769219606,ACC4915497583
TXN-1962,user_126,80390.73,GBP,USA,online,0.29,2024-01-25 09:41:37,payment,Transaction 962,ACC5581103152,ACC8796094257
TXN-1963,user_130,160610.23,EUR,India,education,0.36,2024-01-25 10:16:11,deposit,Transaction 963,ACC7662849644,ACC4245745233
TXN-1964,user_075,1715.45,EUR,India,retail,0.33,2024-01-25 16:36:45,withdrawal,Transaction 964,ACC4801451503,ACC6880236039
TXN-1965,user_150,951.49,AED,India,utilities,0.18,2024-01-25 09:26:55,transfer,Transaction 965,ACC6518879387,ACC3812480892
TXN-1966,user_094,848.27,AED,India,automobile,0.15,2024-01-25 18:04:39,payment,Transaction 966,ACC8083793479,ACC8968195696
TXN-1967,user_200,360450.67,GBP,India,entertainment,0.14,2024-01-25 12:56:45,withdrawal,Transaction 967,ACC6122692147,ACC2793301418
TXN-1968,user_044,870.0,USD,Singapore,investment,0.29,2024-01-25 17:30:51,transfer,Transaction 968,ACC9151785749,ACC9601914034
TXN-1969,user_196,993.12,EUR,India,jewelry,0.29,2024-01-25 12:33:23,withdrawal,Transaction 969,ACC9639502017,ACC8721833975
TXN-1970,user_143,77067.26,SGD,USA,healthcare,0.13,2024-01-25 13:43:10,payment,Transaction 970,ACC3743573250,ACC8011984817
TXN-1971,user_200,132.93,EUR,India,entertainment,0.26,2024-01-25 12:47:59,transfer,Transaction 971,ACC6626169207,ACC8667885021
TXN-1972,user_130,990.85,SGD,UAE,online,0.14,2024-01-25 09:43:41,transfer,Transaction 972,ACC6007459625,ACC6071047968
TXN-1973,user_078,3905.24,GBP,Germany,business,0.73,2024-01-25 16:32:35,withdrawal,Transaction 973,ACC3864797380,ACC8935876095
TXN-1974,user_011,1510.85,EUR,UK,crypto_exchange,0.51,2024-01-25 09:31:00,withdrawal,Transaction 974,ACC7537328522,ACC4783257426
TXN-1975,user_091,8498.45,GBP,India,automobile,0.49,2024-01-25 14:59:07,deposit,Transaction 975,ACC4141054375,ACC6956598893
TXN-1976,user_115,239369.35,EUR,UAE,grocery,0.46,2024-01-25 17:50:47,payment,Transaction 976,ACC1397439962,ACC6484810490
TXN-1977,user_021,15035.05,INR,UAE,online,0.34,2024-01-25 18:11:47,payment,Transaction 977,ACC1240986009,ACC3243273008
TXN-1978,user_120,293760.54,GBP,India,travel,0.46,2024-01-25 13:51:04,deposit,Transaction 978,ACC3344312667,ACC9486337180
TXN-1979,user_200,780.23,USD,India,jewelry,0.48,2024-01-25 09:04:10,withdrawal,Transaction 979,ACC4412033983,ACC2374488093
TXN-1980,user_021,8692.32,EUR,Singapore,restaurant,0.3,2024-01-25 14:04:51,withdrawal,Transaction 980,ACC3379985508,ACC2781743371
TXN-1981,user_143,6456.81,EUR,India,entertainment,0.81,2024-01-25 16:36:42,payment,Transaction 981,ACC7823120895,ACC5098452676
TXN-1982,user_085,60132.4,SGD,India,business,0.88,2024-01-25 11:27:48,deposit,Transaction 982,ACC2615276430,ACC7545719705
TXN-1983,user_072,7751.78,SGD,UK,travel,0.37,2024-01-25 18:19:12,transfer,Transaction 983,ACC8348334715,ACC8994665514
TXN-1984,user_074,621.55,SGD,USA,grocery,0.28,2024-01-25 17:24:19,payment,Transaction 984,ACC4746756109,ACC1956440067
TXN-1985,user_100,6841.22,INR,India,business,0.3,2024-01-25 14:51:29,payment,Transaction 985,ACC5643308545,ACC2044331768
TXN-1986,user_087,66240.08,INR,India,travel,0.23,2024-01-25 13:50:59,deposit,Transaction 986,ACC5595341077,ACC2235448827
TXN-1987,user_170,1978299.27,EUR,India,entertainment,0.54,2024-01-25 16:01:35,withdrawal,Transaction 987,ACC1992442296,ACC6660503385
TXN-1988,user_012,6193.87,USD,India,retail,0.16,2024-01-25 12:46:34,payment,Transaction 988,ACC3721011551,ACC9803927428
